"contentPlain","基因与核酸","细胞核的结构与功能","蛋白质的结构与功能","脂质的结构与功能","细胞壁结构与功能","细胞基础理论","细胞化学组成基础","生命系统层次理论","实验方法与技术","糖类的结构与功能","细胞渗透与物质运输","细胞的生命历程","细胞器结构与功能","物质运输方式","生物膜系统功能","显微镜使用与成像","酶的作用机制","光合作用机制","ATP与能量代谢","细胞呼吸机制","光合色素与光能捕获","叶绿体结构与功能","能量代谢过程","细胞增殖与分裂","细胞代谢调控","生物学史"
"如图表示几种蛋白质的合成过程，其中①~③表示细胞器，④为囊泡的形成过程。下列叙述错误的是（　　）A．①是合成肽链的场所，在真核细胞中①的合成与核仁有关  B．②是多肽链进行加工的场所，在蛋白质的运输过程中②的膜面积会发生变化  C．③是物质运输的枢纽，其加工后的物质在囊泡中的位置存在差异  D．图中囊泡可来源于②或③，其包裹的成熟的蛋白质可在细胞外发挥作用","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"如图为某单糖的概念模型，相关叙述正确的是（　　）A．若M为果糖，则①与斐林试剂共热有砖红色沉淀产生  B．若②均由M构成，则②不都为细胞的生命活动供能  C．若③为核糖体，则单糖M可以是脱氧核糖  D．若M为核糖，则③可以是T2噬菌体","1","0","1","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列关于酶的叙述，正确的是（）A．酶在细胞代谢中起调节作用  B．酶只有在细胞内才能起作用  C．酶能提高化学反应的活化能  D．所有的酶都含C、H、O、N四种元素","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"下列能实现细胞核与细胞质之间频繁的物质交换和信息交流的结构是（）A．染色质  B．核仁  C．核孔  D．细胞器","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"由基因决定的细胞自行结束生命的过程被称为（）A．细胞增殖  B．细胞衰老  C．细胞凋亡  D．细胞坏死","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"下列关于细胞膜的流动性和选择透过性的叙述，不正确的是（　　）A．流动性的基础是组成细胞膜的磷脂分子和蛋白质分子大多是流动的  B．选择透过性的基础是细胞膜上的转运蛋白和磷脂分子具有特异性  C．细胞的胞吞和胞吐体现了细胞膜的流动性  D．钾离子通过主动运输的形式进入细胞体现了细胞膜的选择透过性","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"细胞质膜是包被在细胞最外层的膜结构，具有许多重要的功能。下图体现细胞质膜的功能是（）A．将细胞与外界环境分开  B．进行细胞间的信息交流  C．控制物质进出细胞  D．对细胞起支持和保护作用","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"如图表示细胞有丝分裂过程中的染色体、染色单体和核DNA相对数量关系，该细胞可能处于的时期是（）A．间期和后期  B．中期和后期  C．间期和末期  D．前期和中期","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"下列关于光合作用原理探索实验，叙述错误的是（　　）A．离体叶绿体在适当条件下可发生水的光解，产生O  2  B．希尔实验说明水的光解和糖的合成是同一化学反应  C．鲁宾和卡门的实验证明光合作用中O  2  中的O全部来自于水  D．阿尔农发现叶绿体中ATP的合成伴随着水的光解","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"经测定，某多肽链的分子式是C21HxOyN4S2，其中含有一个二硫键（—S—S—）。已知该多肽是由下列氨基酸中的其中几种作为原料合成的：苯丙氨酸（C9H11O2N）、天冬氨酸（C4H7O4N）、丙氨酸（C3H7O2N）、亮氨酸（C6H13O2N）、半胱氨酸（C3H7O2NS）。下列关于该多肽的叙述，错误的是（　　）A．该多肽水解后产生的氨基酸分别是苯丙氨酸、亮氨酸和天冬氨酸  B．该多肽中H原子数和O原子数分别是30和5  C．该多肽形成过程中至少需要3种氨基酸  D．该多肽在核糖体上形成，形成过程中相对分子质量减少了56","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"为检测生物组织中的还原糖，制备了某苹果的两种提取液：①浅红色浑浊的匀浆；②浅黄色澄清的匀浆。下列叙述正确的是（　　）A．提取液②加入斐林试剂并加热产生砖红色沉淀，说明②中含有还原糖  B．与提取液②相比，①更适合用于检测苹果中的还原糖  C．提取液中含有淀粉、少量的麦芽糖和蔗糖等还原糖  D．检测还原糖时，先加入双缩脲试剂A液再加入B液","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列物质不属于生物大分子的是（）A．淀粉  B．蛋白质  C．脂肪酸  D．核酸","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"植物细胞凋亡过程中液泡膜破裂，导致核DNA等物质被水解成小分子并外排，细胞发生质壁分离，随后细胞膜破裂内容物丢失，最后仅剩细胞壁。植物导管由只剩细胞壁的管状死细胞组成。下列推测不合理的是（）A．液泡中含有多种水解酶  B．植物细胞凋亡过程中产生的物质可被其他细胞利用  C．无机盐在导管中的运输方式为主动运输  D．植物体导管形成的过程中存在细胞凋亡","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"含M6P标志的溶酶体酶，与高尔基体膜上的M6P受体结合后，被分泌至溶酶体，少数含该标记的酶会被错误分泌到细胞外。细胞膜上存在M6P受体，可以与被错误分泌的溶酶体酶结合，通过胞吞将其回收到溶酶体中，其中的M6P受体可以返回细胞膜循环利用。下列说法错误的是（）A．溶酶体酶的合成起始于附着在内质网上的核糖体  B．M6P受体的循环利用体现生物膜的流动性  C．推测细胞膜外侧存在M6P受体  D．M6P受体功能丧失会导致衰老细胞器的堆积","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"蛋白质分子的磷酸化和去磷酸化与其活性的关系如下图所示。下列叙述正确的是（）A．ADP进一步水解后可作为合成RNA分子的原料  B．图中磷酸化和去磷酸化的两个反应过程可看作是一个可逆反应  C．合成ATP所需的能量由磷酸提供  D．细胞内的放能反应总是与ATP的水解相联系","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"给低血糖休克病人静脉注射50%的葡萄糖溶液，其主要目的是（　　）A．供给全面营养  B．供给能源  C．维持细胞的渗透压  D．供给水分","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列有关生物体内元素和无机盐的叙述，正确的是（　　）A．N、P、K是植物需要的大量元素，缺少P植物仍能正常生长  B．Mg是构成叶绿素的元素，属于微量元素  C．人体血液中Ca  2+  含量太低，会出现抽搐等症状  D．大量出汗排出过多的无机盐后，应喝碳酸饮料","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下图是显微镜下观察到的几种细胞或组织的图像，图中能表示生命系统个体层次的是（　　）A．    B．    C．    D．","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下图为细胞中蛋白质合成过程简图，①~④表示相关变化过程，下列分析正确的是（　　）α̂̂̂α̂̂̂|̂/̂2̂α̂̂̂|̂̂̂ε̂̂̂β̂̂̂Σ̂̂̂|̂Σ̂̂̂Λ̂̂̂Σ̂̂̂⟶̂̂̂î̂Λ̂̂̂⟶̂̂̂⟶̂̂̂î̂Λ̂̂̂⟶̂̂̂σ̂̂̂σ̂̂̂Λ̂̂̂⟶̂̂̂σ̂̂̂Λ̂̂̂⟶̂̂̂σ̂̂̂Λ̂̂̂≠̂̂̂Π̂̂̂̂̂̂̂⟩̂̂̂̂̂̂̂υ̂̂̂̂̂̂̂A．①~④过程都叫作脱水缩合  B．④过程不相同，合成的蛋白质也就不相同  C．①②③过程形成的化学键相同，④过程一定没有新化学键形成  D．蛋白质独特的空间结构改变其功能不变","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"水和无机盐是细胞的重要组成成分，下列叙述错误的是（）A．冬小麦的抗寒能力随结合水比例的下降而增强  B．细胞内结合水的存在形式主要是水与蛋白质、多糖等物质结合  C．无机盐参与维持细胞的酸碱平衡，有些也参与有机物的合成  D．Mg²⁺是组成叶绿素的重要成分","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"模型是人们按照特定的目的而对认识对象所作的一种简化的概括性的描述，这种描述可以是定性的，也可以是定量的，模型的形式很多，包括物理模型、概念模型、数学模型等。下列关于模型的描述，错误的是（　　）A．拍摄的朱鹮照片、用福尔马林浸泡的银环蛇标本均属于物理模型  B．根据实验数据，绘制的温度和pH对酶活性影响的坐标曲线图属于数学模型  C．某学习小组利用实验材料制作的真核细胞模型属于物理模型  D．用光合作用图解来描述光合作用的主要反应过程属于概念模型","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"高血压是影响人类健康的基础疾病，常用降压药苯磺酸氨氯地平是一种Ca2+通道阻断剂。当血管平滑肌细胞膜上Ca2+通道开放时，Ca2+能快速进入细胞内，引起平滑肌收缩，血压升高，苯磺酸氨氯地平的作用机理如下图所示。下列有关说法错误的是（　　）A．苯磺酸氨氯地平能降低平滑肌细胞内Ca  2+  浓度，抑制血管平滑肌收缩，从而降低血压  B．Ca  2+  借助细胞膜上的通道进入心肌细胞的过程伴随着ATP的水解  C．Ca  2+  经通道蛋白运输时，不需要与通道蛋白结合  D．血管平滑肌细胞膜上可能存在多种Ca  2+  运输通道","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"西番莲又名巴西果，具有整肠健胃、排毒养颜等作用。某生物小组欲鉴定西番莲组织中是否含有还原糖、脂肪和蛋白质，下列叙述正确的是（　　）A．使用斐林试剂检测西番莲组织样液，若出现砖红色沉淀，说明该组织样液中含有葡萄糖  B．用于检测还原糖的斐林试剂可直接用于蛋白质的鉴定  C．使用苏丹Ⅲ染液鉴定脂肪时，染色后需滴加1~2滴体积分数为50%的酒精洗去浮色  D．若该组织中含有蛋白质，使用双缩脲试剂并水浴加热后溶液由无色变为紫色","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"登革热是一种由登革热病毒引起的急性传染病，多发于夏秋季，主要通过伊蚊叮咬传播，登革热病毒遗传物质是RNA。下列叙述正确的是（）A．该病毒可利用自身的核糖体合成蛋白质  B．病毒是最基本的生命系统  C．戴口罩是预防登革热的最佳措施  D．组成该病毒核酸的单体有4种","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"诺如病毒原名诺瓦克病毒，遗传物质为RNA，属于杯状病毒科，是引起急性胃肠炎的最主要病原体。下列说法正确的是（　　）A．通过光学显微镜可观察到诺如病毒的结构简单，只含有核糖体一种细胞器  B．诺如病毒入侵宿主细胞的过程发生了细胞间的信息交流  C．单个诺如病毒属于生命系统的结构层次中的个体水平  D．诺如病毒的生活离不开活细胞","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"“肥料虽是宝，无水长不好”、“氮长叶子，磷长果，钾肥不施长柴火”等农业谚语，说明水和无机盐在农作物的生长发育中有着重要作用。下列关于水和无机盐的叙述，错误的是（　　）A．细胞内的自由水是良好的溶剂，也能参与细胞代谢  B．为增加作物产量，可提高灌溉频率或施加高浓度的无机肥  C．自由水可与蛋白质、多糖等物质结合，失去流动性和溶解性  D．N、P是合成磷脂、核酸的必需元素，缺乏氮肥、磷肥的植物生长受阻","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"酶和ATP都是细胞代谢所需要的物质。下列关于酶和ATP的说法，正确的是（）A．酶为化学反应提供能量从而提高细胞代谢速率  B．可用淀粉酶催化淀粉的反应，探究pH对酶活性的影响  C．腺嘌呤可以存在于DNA、RNA、ATP和某些酶分子中  D．ATP的水解过程往往伴随着蛋白质分子的去磷酸化","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"下图为类囊体薄膜上发生的光反应示意图，PSI和PSⅡ分别是光系统I和光系统Ⅱ，是叶绿素和蛋白质构成的复合体，能吸收、利用光能进行电子的传递。PQ、Cytbf、PC是传递电子的蛋白质，其中PQ在传递电子的同时能将H+运输到类囊体腔中。图中实线为电子的传递过程，虚线为H+的运输过程。以下说法正确的是（）A．ATP合成酶由CF  0  和CF  1  两部分组成，在进行H（逆浓度梯度运输的同时催化ATP的合成  B．图中类囊体膜两侧H  +  浓度差是由H  2  O光解、PQ主动运输H  +  和合成NADPH消耗H  +  形成的  C．图中电子传递的过程中，最初提供电子的物质为水，最终接受电子的物质为NADPH  D．光能被捕获后将水分解成O  2  、H  +  和e  -  ，最终全部转化为ATP中活跃的化学能","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
